2026/07/09 08:36:47 [notice] 1#1: using the "epoll" event method
2026/07/09 08:36:47 [notice] 1#1: nginx/1.24.0
2026/07/09 08:36:47 [notice] 1#1: built by gcc 10.2.1 20210110 (Debian 10.2.1-6) 
2026/07/09 08:36:47 [notice] 1#1: OS: Linux 4.19.90-89.11.v2401.ky10.x86_64
2026/07/09 08:36:47 [notice] 1#1: getrlimit(RLIMIT_NOFILE): 1073741816:1073741816
2026/07/09 08:36:47 [notice] 1#1: start worker processes
2026/07/09 10:42:44 [notice] 1#1: start worker process 52
2026/07/09 10:42:44 [notice] 1#1: start worker process 53
2026/07/09 10:42:44 [notice] 1#1: start worker process 54
2026/07/09 10:42:44 [notice] 1#1: start worker process 55
2026/07/09 10:42:44 [notice] 1#1: start worker process 56
2026/07/09 10:42:44 [notice] 1#1: start worker process 57
2026/07/09 10:42:44 [notice] 1#1: start worker process 58
2026/07/09 10:42:44 [notice] 1#1: start worker process 59
2026/07/09 10:42:44 [notice] 1#1: start worker process 60
2026/07/09 10:42:44 [notice] 1#1: start worker process 61
2026/07/09 10:42:44 [notice] 1#1: start worker process 62
2026/07/09 10:42:44 [notice] 1#1: start worker process 63
2026/07/09 10:42:44 [notice] 1#1: start worker process 64
2026/07/09 10:42:44 [notice] 1#1: start worker process 65
2026/07/09 10:42:44 [notice] 1#1: start worker process 66
2026/07/09 10:42:44 [notice] 1#1: start worker process 67
2026/07/09 10:42:44 [notice] 1#1: start worker process 68
2026/07/09 10:42:44 [notice] 1#1: start worker process 69
2026/07/09 10:42:44 [notice] 1#1: start worker process 70
2026/07/09 10:42:44 [notice] 1#1: start worker process 71
2026/07/09 10:42:44 [notice] 1#1: start worker process 72
2026/07/09 10:42:44 [notice] 1#1: start worker process 73
2026/07/09 10:42:44 [notice] 1#1: start worker process 74
2026/07/09 10:42:44 [notice] 1#1: start worker process 75
2026/07/09 10:42:44 [notice] 1#1: start worker process 76
2026/07/09 10:42:44 [notice] 1#1: start worker process 77
2026/07/09 10:42:44 [notice] 1#1: start worker process 78
2026/07/09 10:42:44 [notice] 1#1: start worker process 79
2026/07/09 10:42:44 [notice] 1#1: start worker process 80
2026/07/09 10:42:44 [notice] 1#1: start worker process 81
2026/07/09 10:42:44 [notice] 1#1: start worker process 82
2026/07/09 10:42:44 [notice] 1#1: start worker process 83
2026/07/09 10:42:44 [notice] 1#1: start worker process 84
2026/07/09 10:42:44 [notice] 1#1: start worker process 85
2026/07/09 10:42:44 [notice] 1#1: start worker process 86
2026/07/09 10:42:44 [notice] 1#1: start worker process 87
2026/07/09 10:42:44 [notice] 1#1: start worker process 88
2026/07/09 10:42:44 [notice] 1#1: start worker process 89
2026/07/09 10:42:44 [notice] 1#1: start worker process 90
2026/07/09 10:42:44 [notice] 1#1: start worker process 91
2026/07/09 10:42:44 [notice] 1#1: start worker process 92
2026/07/09 10:42:44 [notice] 1#1: start worker process 93
2026/07/09 10:42:44 [notice] 1#1: start worker process 94
2026/07/09 10:42:44 [notice] 1#1: start worker process 95
2026/07/09 10:42:44 [notice] 1#1: start worker process 96
2026/07/09 10:42:44 [notice] 1#1: start worker process 97
2026/07/09 10:42:44 [notice] 1#1: start worker process 98
2026/07/09 10:42:44 [notice] 1#1: start worker process 99
2026/07/09 10:42:44 [notice] 1#1: start worker process 100
2026/07/09 10:42:44 [notice] 1#1: start worker process 101
2026/07/09 10:42:44 [notice] 1#1: start worker process 102
2026/07/09 10:42:44 [notice] 1#1: start worker process 103
2026/07/09 10:42:44 [notice] 1#1: start worker process 104
2026/07/09 10:42:44 [notice] 1#1: start worker process 105
2026/07/09 10:42:44 [notice] 1#1: start worker process 106
2026/07/09 10:42:44 [notice] 1#1: start worker process 107
2026/07/09 10:42:44 [notice] 1#1: start worker process 108
2026/07/09 10:42:44 [notice] 1#1: start worker process 109
2026/07/09 10:42:44 [notice] 1#1: start worker process 110
2026/07/09 10:42:44 [notice] 1#1: start worker process 111
2026/07/09 10:42:44 [notice] 1#1: start worker process 112
2026/07/09 10:42:44 [notice] 1#1: start worker process 113
2026/07/09 10:42:44 [notice] 1#1: start worker process 114
2026/07/09 10:42:44 [notice] 1#1: start worker process 115
2026/07/09 10:42:44 [notice] 1#1: start worker process 116
2026/07/09 10:42:44 [notice] 1#1: start worker process 117
2026/07/09 10:42:44 [notice] 1#1: start worker process 118
2026/07/09 10:42:44 [notice] 1#1: start worker process 119
2026/07/09 10:42:44 [notice] 1#1: start worker process 120
2026/07/09 10:42:44 [notice] 1#1: start worker process 121
2026/07/09 10:42:44 [notice] 1#1: start worker process 122
2026/07/09 10:42:44 [notice] 1#1: start worker process 123
2026/07/09 10:42:44 [notice] 1#1: start worker process 124
2026/07/09 10:42:44 [notice] 1#1: start worker process 125
2026/07/09 10:42:44 [notice] 1#1: start worker process 126
2026/07/09 10:42:44 [notice] 1#1: start worker process 127
2026/07/09 10:42:44 [notice] 1#1: start worker process 128
2026/07/09 10:42:44 [notice] 1#1: start worker process 129
2026/07/09 10:42:44 [notice] 1#1: start worker process 130
2026/07/09 10:42:44 [notice] 1#1: start worker process 131
2026/07/09 10:42:44 [notice] 1#1: start worker process 132
2026/07/09 10:42:44 [notice] 1#1: start worker process 133
2026/07/09 10:42:44 [notice] 1#1: start worker process 134
2026/07/09 10:42:44 [notice] 1#1: start worker process 135
2026/07/09 10:42:44 [notice] 1#1: start worker process 136
2026/07/09 10:42:44 [notice] 1#1: start worker process 137
2026/07/09 10:42:44 [notice] 1#1: start worker process 138
2026/07/09 10:42:44 [notice] 1#1: start worker process 139
2026/07/09 10:42:44 [notice] 1#1: start worker process 140
2026/07/09 10:42:44 [notice] 1#1: start worker process 141
2026/07/09 10:42:44 [notice] 1#1: start worker process 142
2026/07/09 10:42:44 [notice] 1#1: start worker process 143
2026/07/09 10:42:44 [notice] 1#1: start worker process 144
2026/07/09 10:42:44 [notice] 1#1: start worker process 145
2026/07/09 10:42:44 [notice] 1#1: start worker process 146
2026/07/09 10:42:44 [notice] 1#1: start worker process 147
2026/07/09 10:42:44 [notice] 1#1: start worker process 148
2026/07/09 10:42:44 [notice] 1#1: start worker process 149
2026/07/09 10:42:44 [notice] 1#1: start worker process 150
2026/07/09 10:42:44 [notice] 1#1: start worker process 151
2026/07/09 10:42:44 [notice] 1#1: start worker process 152
2026/07/09 10:42:44 [notice] 1#1: start worker process 153
2026/07/09 10:42:44 [notice] 1#1: start worker process 154
2026/07/09 10:42:44 [notice] 1#1: start worker process 155
2026/07/09 10:42:44 [notice] 1#1: start worker process 156
2026/07/09 10:42:44 [notice] 1#1: start worker process 157
2026/07/09 10:42:44 [notice] 1#1: start worker process 158
2026/07/09 10:42:44 [notice] 1#1: start worker process 159
2026/07/09 10:42:44 [notice] 1#1: start worker process 160
2026/07/09 10:42:44 [notice] 1#1: start worker process 161
2026/07/09 10:42:44 [notice] 1#1: start worker process 162
2026/07/09 10:42:44 [notice] 1#1: start worker process 163
2026/07/09 10:42:44 [notice] 1#1: start worker process 164
2026/07/09 10:42:44 [notice] 1#1: start worker process 165
2026/07/09 10:42:44 [notice] 1#1: start worker process 166
2026/07/09 10:42:44 [notice] 1#1: start worker process 167
2026/07/09 10:42:44 [notice] 1#1: start worker process 168
2026/07/09 10:42:44 [notice] 1#1: start worker process 169
2026/07/09 10:42:44 [notice] 1#1: start worker process 170
2026/07/09 10:42:44 [notice] 1#1: start worker process 171
2026/07/09 10:42:44 [notice] 1#1: start worker process 172
2026/07/09 10:42:44 [notice] 1#1: start worker process 173
2026/07/09 10:42:44 [notice] 1#1: start worker process 174
2026/07/09 10:42:44 [notice] 1#1: start worker process 175
2026/07/09 10:42:44 [notice] 1#1: start worker process 176
2026/07/09 10:42:44 [notice] 1#1: start worker process 177
2026/07/09 10:42:44 [notice] 1#1: start worker process 178
2026/07/09 10:42:44 [notice] 1#1: start worker process 179
2026/07/09 10:42:44 [notice] 1#1: start worker process 180
2026/07/09 10:42:44 [notice] 1#1: start worker process 181
2026/07/09 10:42:44 [notice] 1#1: start worker process 182
2026/07/09 10:42:44 [notice] 1#1: start worker process 183
2026/07/09 10:42:44 [notice] 1#1: start worker process 184
2026/07/09 10:42:44 [notice] 1#1: start worker process 185
2026/07/09 10:42:44 [notice] 1#1: start worker process 186
2026/07/09 10:42:44 [notice] 1#1: start worker process 187
2026/07/09 10:42:44 [notice] 1#1: start worker process 188
2026/07/09 10:42:44 [notice] 1#1: start worker process 189
2026/07/09 10:42:44 [notice] 1#1: start worker process 190
2026/07/09 10:42:44 [notice] 1#1: start worker process 191
2026/07/09 10:42:44 [notice] 1#1: start worker process 192
2026/07/09 10:42:44 [notice] 1#1: start worker process 193
2026/07/09 10:42:44 [notice] 1#1: start worker process 194
2026/07/09 10:42:44 [notice] 1#1: start worker process 195
2026/07/09 10:42:44 [notice] 1#1: start worker process 196
2026/07/09 10:42:44 [notice] 1#1: start worker process 197
2026/07/09 10:42:44 [notice] 1#1: start worker process 198
2026/07/09 10:42:44 [notice] 1#1: start worker process 199
2026/07/09 10:42:44 [notice] 1#1: start worker process 200
2026/07/09 10:42:44 [notice] 1#1: start worker process 201
2026/07/09 10:42:44 [notice] 1#1: start worker process 202
2026/07/09 10:42:44 [notice] 1#1: start worker process 203
2026/07/09 10:42:44 [notice] 1#1: start worker process 204
2026/07/09 10:42:44 [notice] 1#1: start worker process 205
2026/07/09 10:42:44 [notice] 1#1: start worker process 206
2026/07/09 10:42:44 [notice] 1#1: start worker process 207
2026/07/09 10:42:44 [notice] 1#1: start worker process 208
2026/07/09 10:42:44 [notice] 1#1: start worker process 209
2026/07/09 10:42:44 [notice] 1#1: start worker process 210
2026/07/09 10:42:44 [notice] 1#1: start worker process 211
2026/07/09 10:42:44 [notice] 1#1: start worker process 212
2026/07/09 10:42:44 [notice] 1#1: start worker process 213
2026/07/09 10:42:44 [notice] 1#1: start worker process 214
2026/07/09 10:42:44 [notice] 1#1: start worker process 215
2026/07/09 10:42:44 [notice] 1#1: start worker process 216
2026/07/09 10:42:44 [notice] 1#1: start worker process 217
2026/07/09 10:42:44 [notice] 1#1: start worker process 218
2026/07/09 10:42:44 [notice] 1#1: start worker process 219
2026/07/09 10:42:44 [notice] 1#1: start worker process 220
2026/07/09 10:42:44 [notice] 1#1: start worker process 221
2026/07/09 10:42:44 [notice] 1#1: start worker process 222
2026/07/09 10:42:44 [notice] 1#1: start worker process 223
2026/07/09 10:42:44 [notice] 1#1: start worker process 224
2026/07/09 10:42:44 [notice] 1#1: start worker process 225
2026/07/09 10:42:44 [notice] 1#1: start worker process 226
2026/07/09 10:42:44 [notice] 1#1: start worker process 227
2026/07/09 10:42:44 [notice] 1#1: start worker process 228
2026/07/09 10:42:44 [notice] 1#1: start worker process 229
2026/07/09 10:42:44 [notice] 1#1: start worker process 230
2026/07/09 10:42:44 [notice] 1#1: start worker process 231
2026/07/09 10:42:44 [notice] 1#1: start worker process 232
2026/07/09 10:42:44 [notice] 1#1: start worker process 233
2026/07/09 10:42:44 [notice] 1#1: start worker process 234
2026/07/09 10:42:44 [notice] 1#1: start worker process 235
2026/07/09 10:42:44 [notice] 1#1: start worker process 236
2026/07/09 10:42:44 [notice] 1#1: start worker process 237
2026/07/09 10:42:44 [notice] 1#1: start worker process 238
2026/07/09 10:42:44 [notice] 1#1: start worker process 239
2026/07/09 10:42:44 [notice] 1#1: start worker process 240
2026/07/09 10:42:44 [notice] 1#1: start worker process 241
2026/07/09 10:42:44 [notice] 1#1: start worker process 242
2026/07/09 10:42:44 [notice] 1#1: start worker process 243
2026/07/09 10:42:44 [notice] 1#1: start worker process 244
2026/07/09 10:42:44 [notice] 1#1: start worker process 245
2026/07/09 10:42:44 [notice] 1#1: start worker process 246
2026/07/09 10:42:44 [notice] 1#1: start worker process 247
2026/07/09 10:42:44 [notice] 1#1: start worker process 248
2026/07/09 10:42:44 [notice] 1#1: start worker process 249
2026/07/09 10:42:44 [notice] 1#1: start worker process 250
2026/07/09 10:42:44 [notice] 1#1: start worker process 251
2026/07/09 10:42:44 [notice] 1#1: start worker process 252
2026/07/09 10:42:44 [notice] 1#1: start worker process 253
2026/07/09 10:42:44 [notice] 1#1: start worker process 254
2026/07/09 10:42:44 [notice] 1#1: start worker process 255
2026/07/09 10:42:44 [notice] 1#1: start worker process 256
2026/07/09 10:42:44 [notice] 1#1: start worker process 257
2026/07/09 10:42:44 [notice] 1#1: start worker process 258
2026/07/09 10:42:44 [notice] 1#1: start worker process 259
2026/07/09 10:42:44 [notice] 1#1: start worker process 260
2026/07/09 10:42:44 [notice] 1#1: start worker process 261
2026/07/09 10:42:44 [notice] 1#1: start worker process 262
2026/07/09 10:42:44 [notice] 1#1: start worker process 263
2026/07/09 10:42:44 [notice] 1#1: start worker process 264
2026/07/09 10:42:44 [notice] 1#1: start worker process 265
2026/07/09 10:42:44 [notice] 1#1: start worker process 266
2026/07/09 10:42:44 [notice] 1#1: start worker process 267
2026/07/09 10:42:44 [notice] 1#1: start worker process 268
2026/07/09 10:42:44 [notice] 1#1: start worker process 269
2026/07/09 10:42:44 [notice] 1#1: start worker process 270
2026/07/09 10:42:44 [notice] 1#1: start worker process 271
2026/07/09 10:42:44 [notice] 1#1: start worker process 272
2026/07/09 10:42:44 [notice] 1#1: start worker process 273
2026/07/09 10:42:44 [notice] 1#1: start worker process 274
2026/07/09 10:42:44 [notice] 1#1: start worker process 275
2026/07/09 10:42:44 [notice] 1#1: start worker process 276
2026/07/09 10:42:44 [notice] 1#1: start worker process 277
2026/07/09 10:42:44 [notice] 1#1: start worker process 278
2026/07/09 10:42:44 [notice] 1#1: start worker process 279
2026/07/09 10:42:44 [notice] 1#1: start worker process 280
2026/07/09 10:42:44 [notice] 1#1: start worker process 281
2026/07/09 10:42:44 [notice] 1#1: start worker process 282
2026/07/09 10:42:44 [notice] 1#1: start worker process 283
2026/07/09 10:43:07 [error] 29#29: *3 open() "/etc/nginx/html/vite.svg" failed (2: No such file or directory), client: 192.168.100.213, server: localhost, request: "GET /vite.svg HTTP/1.1", host: "192.168.100.67:3001", referrer: "http://192.168.100.67:3001/"
2026/07/09 10:43:07 [error] 29#29: *3 open() "/usr/share/nginx/html/404.html" failed (2: No such file or directory), client: 192.168.100.213, server: localhost, request: "GET /vite.svg HTTP/1.1", host: "192.168.100.67:3001", referrer: "http://192.168.100.67:3001/"
2026/07/09 10:45:24 [notice] 1#1: signal 3 (SIGQUIT) received, shutting down
2026/07/09 10:45:24 [notice] 29#29: gracefully shutting down
2026/07/09 10:45:24 [notice] 29#29: exiting
2026/07/09 10:45:24 [notice] 30#30: gracefully shutting down
2026/07/09 10:45:24 [notice] 34#34: gracefully shutting down
2026/07/09 10:45:24 [notice] 31#31: gracefully shutting down
2026/07/09 10:45:24 [notice] 36#36: gracefully shutting down
2026/07/09 10:45:24 [notice] 39#39: gracefully shutting down
2026/07/09 10:45:24 [notice] 37#37: gracefully shutting down
2026/07/09 10:45:24 [notice] 34#34: exiting
2026/07/09 10:45:24 [notice] 42#42: gracefully shutting down
2026/07/09 10:45:24 [notice] 40#40: gracefully shutting down
2026/07/09 10:45:24 [notice] 38#38: gracefully shutting down
2026/07/09 10:45:24 [notice] 43#43: gracefully shutting down
2026/07/09 10:45:24 [notice] 32#32: gracefully shutting down
2026/07/09 10:45:24 [notice] 30#30: exiting
2026/07/09 10:45:24 [notice] 38#38: exiting
2026/07/09 10:45:24 [notice] 44#44: gracefully shutting down
2026/07/09 10:45:24 [notice] 31#31: exiting
2026/07/09 10:45:24 [notice] 52#52: gracefully shutting down
2026/07/09 10:45:24 [notice] 33#33: gracefully shutting down
2026/07/09 10:45:24 [notice] 46#46: gracefully shutting down
2026/07/09 10:45:24 [notice] 36#36: exiting
2026/07/09 10:45:24 [notice] 29#29: exit
2026/07/09 10:45:24 [notice] 39#39: exiting
2026/07/09 10:45:24 [notice] 41#41: gracefully shutting down
2026/07/09 10:45:24 [notice] 46#46: exiting
2026/07/09 10:45:24 [notice] 37#37: exiting
2026/07/09 10:45:24 [notice] 48#48: gracefully shutting down
2026/07/09 10:45:24 [notice] 39#39: exit
2026/07/09 10:45:24 [notice] 35#35: gracefully shutting down
2026/07/09 10:45:24 [notice] 49#49: gracefully shutting down
2026/07/09 10:45:24 [notice] 50#50: gracefully shutting down
2026/07/09 10:45:24 [notice] 42#42: exiting
2026/07/09 10:45:24 [notice] 40#40: exiting
2026/07/09 10:45:24 [notice] 53#53: gracefully shutting down
2026/07/09 10:45:24 [notice] 43#43: exiting
2026/07/09 10:45:24 [notice] 32#32: exiting
2026/07/09 10:45:24 [notice] 44#44: exiting
2026/07/09 10:45:24 [notice] 34#34: exit
2026/07/09 10:45:24 [notice] 30#30: exit
2026/07/09 10:45:24 [notice] 33#33: exiting
2026/07/09 10:45:24 [notice] 52#52: exiting
2026/07/09 10:45:24 [notice] 31#31: exit
2026/07/09 10:45:24 [notice] 63#63: gracefully shutting down
2026/07/09 10:45:24 [notice] 59#59: gracefully shutting down
2026/07/09 10:45:24 [notice] 40#40: exit
2026/07/09 10:45:24 [notice] 38#38: exit
2026/07/09 10:45:24 [notice] 57#57: gracefully shutting down
2026/07/09 10:45:24 [notice] 64#64: gracefully shutting down
2026/07/09 10:45:24 [notice] 41#41: exiting
2026/07/09 10:45:24 [notice] 36#36: exit
2026/07/09 10:45:24 [notice] 48#48: exiting
2026/07/09 10:45:24 [notice] 46#46: exit
2026/07/09 10:45:24 [notice] 37#37: exit
2026/07/09 10:45:24 [notice] 49#49: exiting
2026/07/09 10:45:24 [notice] 50#50: exiting
2026/07/09 10:45:24 [notice] 35#35: exiting
2026/07/09 10:45:24 [notice] 56#56: gracefully shutting down
2026/07/09 10:45:24 [notice] 53#53: exiting
2026/07/09 10:45:24 [notice] 65#65: gracefully shutting down
2026/07/09 10:45:24 [notice] 42#42: exit
2026/07/09 10:45:24 [notice] 43#43: exit
2026/07/09 10:45:24 [notice] 32#32: exit
2026/07/09 10:45:24 [notice] 44#44: exit
2026/07/09 10:45:24 [notice] 71#71: gracefully shutting down
2026/07/09 10:45:24 [notice] 41#41: exit
2026/07/09 10:45:24 [notice] 63#63: exiting
2026/07/09 10:45:24 [notice] 59#59: exiting
2026/07/09 10:45:24 [notice] 67#67: gracefully shutting down
2026/07/09 10:45:24 [notice] 70#70: gracefully shutting down
2026/07/09 10:45:24 [notice] 33#33: exit
2026/07/09 10:45:24 [notice] 52#52: exit
2026/07/09 10:45:24 [notice] 57#57: exiting
2026/07/09 10:45:24 [notice] 64#64: exiting
2026/07/09 10:45:24 [notice] 74#74: gracefully shutting down
2026/07/09 10:45:24 [notice] 72#72: gracefully shutting down
2026/07/09 10:45:24 [notice] 70#70: exiting
2026/07/09 10:45:24 [notice] 76#76: gracefully shutting down
2026/07/09 10:45:24 [notice] 49#49: exit
2026/07/09 10:45:24 [notice] 56#56: exiting
2026/07/09 10:45:24 [notice] 73#73: gracefully shutting down
2026/07/09 10:45:24 [notice] 48#48: exit
2026/07/09 10:45:24 [notice] 85#85: gracefully shutting down
2026/07/09 10:45:24 [notice] 77#77: gracefully shutting down
2026/07/09 10:45:24 [notice] 50#50: exit
2026/07/09 10:45:24 [notice] 65#65: exiting
2026/07/09 10:45:24 [notice] 53#53: exit
2026/07/09 10:45:24 [notice] 81#81: gracefully shutting down
2026/07/09 10:45:24 [notice] 82#82: gracefully shutting down
2026/07/09 10:45:24 [notice] 71#71: exiting
2026/07/09 10:45:24 [notice] 35#35: exit
2026/07/09 10:45:24 [notice] 67#67: exiting
2026/07/09 10:45:24 [notice] 59#59: exit
2026/07/09 10:45:24 [notice] 74#74: exiting
2026/07/09 10:45:24 [notice] 88#88: gracefully shutting down
2026/07/09 10:45:24 [notice] 72#72: exiting
2026/07/09 10:45:24 [notice] 89#89: gracefully shutting down
2026/07/09 10:45:24 [notice] 63#63: exit
2026/07/09 10:45:24 [notice] 60#60: gracefully shutting down
2026/07/09 10:45:24 [notice] 76#76: exiting
2026/07/09 10:45:24 [notice] 80#80: gracefully shutting down
2026/07/09 10:45:24 [notice] 78#78: gracefully shutting down
2026/07/09 10:45:24 [notice] 57#57: exit
2026/07/09 10:45:24 [notice] 83#83: gracefully shutting down
2026/07/09 10:45:24 [notice] 73#73: exiting
2026/07/09 10:45:24 [notice] 64#64: exit
2026/07/09 10:45:24 [notice] 84#84: gracefully shutting down
2026/07/09 10:45:24 [notice] 90#90: gracefully shutting down
2026/07/09 10:45:24 [notice] 70#70: exit
2026/07/09 10:45:24 [notice] 56#56: exit
2026/07/09 10:45:24 [notice] 85#85: exiting
2026/07/09 10:45:24 [notice] 77#77: exiting
2026/07/09 10:45:24 [notice] 91#91: gracefully shutting down
2026/07/09 10:45:24 [notice] 81#81: exiting
2026/07/09 10:45:24 [notice] 96#96: gracefully shutting down
2026/07/09 10:45:24 [notice] 82#82: exiting
2026/07/09 10:45:24 [notice] 65#65: exit
2026/07/09 10:45:24 [notice] 88#88: exiting
2026/07/09 10:45:24 [notice] 91#91: exiting
2026/07/09 10:45:24 [notice] 98#98: gracefully shutting down
2026/07/09 10:45:24 [notice] 93#93: gracefully shutting down
2026/07/09 10:45:24 [notice] 89#89: exiting
2026/07/09 10:45:24 [notice] 67#67: exit
2026/07/09 10:45:24 [notice] 74#74: exit
2026/07/09 10:45:24 [notice] 71#71: exit
2026/07/09 10:45:24 [notice] 81#81: exit
2026/07/09 10:45:24 [notice] 80#80: exiting
2026/07/09 10:45:24 [notice] 72#72: exit
2026/07/09 10:45:24 [notice] 60#60: exiting
2026/07/09 10:45:24 [notice] 104#104: gracefully shutting down
2026/07/09 10:45:24 [notice] 93#93: exiting
2026/07/09 10:45:24 [notice] 120#120: gracefully shutting down
2026/07/09 10:45:24 [notice] 76#76: exit
2026/07/09 10:45:24 [notice] 75#75: gracefully shutting down
2026/07/09 10:45:24 [notice] 78#78: exiting
2026/07/09 10:45:24 [notice] 83#83: exiting
2026/07/09 10:45:24 [notice] 90#90: exiting
2026/07/09 10:45:24 [notice] 84#84: exiting
2026/07/09 10:45:24 [notice] 51#51: gracefully shutting down
2026/07/09 10:45:24 [notice] 111#111: gracefully shutting down
2026/07/09 10:45:24 [notice] 60#60: exit
2026/07/09 10:45:24 [notice] 47#47: gracefully shutting down
2026/07/09 10:45:24 [notice] 130#130: gracefully shutting down
2026/07/09 10:45:24 [notice] 73#73: exit
2026/07/09 10:45:24 [notice] 109#109: gracefully shutting down
2026/07/09 10:45:24 [notice] 77#77: exit
2026/07/09 10:45:24 [notice] 96#96: exiting
2026/07/09 10:45:24 [notice] 113#113: gracefully shutting down
2026/07/09 10:45:24 [notice] 114#114: gracefully shutting down
2026/07/09 10:45:24 [notice] 130#130: exiting
2026/07/09 10:45:24 [notice] 109#109: exiting
2026/07/09 10:45:24 [notice] 85#85: exit
2026/07/09 10:45:24 [notice] 98#98: exiting
2026/07/09 10:45:24 [notice] 66#66: gracefully shutting down
2026/07/09 10:45:24 [notice] 88#88: exit
2026/07/09 10:45:24 [notice] 82#82: exit
2026/07/09 10:45:24 [notice] 96#96: exit
2026/07/09 10:45:24 [notice] 118#118: gracefully shutting down
2026/07/09 10:45:24 [notice] 89#89: exit
2026/07/09 10:45:24 [notice] 91#91: exit
2026/07/09 10:45:24 [notice] 104#104: exiting
2026/07/09 10:45:24 [notice] 148#148: gracefully shutting down
2026/07/09 10:45:24 [notice] 116#116: gracefully shutting down
2026/07/09 10:45:24 [notice] 120#120: exiting
2026/07/09 10:45:24 [notice] 80#80: exit
2026/07/09 10:45:24 [notice] 75#75: exiting
2026/07/09 10:45:24 [notice] 93#93: exit
2026/07/09 10:45:24 [notice] 51#51: exiting
2026/07/09 10:45:24 [notice] 111#111: exiting
2026/07/09 10:45:24 [notice] 54#54: gracefully shutting down
2026/07/09 10:45:24 [notice] 83#83: exit
2026/07/09 10:45:24 [notice] 90#90: exit
2026/07/09 10:45:24 [notice] 45#45: gracefully shutting down
2026/07/09 10:45:24 [notice] 78#78: exit
2026/07/09 10:45:24 [notice] 84#84: exit
2026/07/09 10:45:24 [notice] 61#61: gracefully shutting down
2026/07/09 10:45:24 [notice] 131#131: gracefully shutting down
2026/07/09 10:45:24 [notice] 138#138: gracefully shutting down
2026/07/09 10:45:24 [notice] 87#87: gracefully shutting down
2026/07/09 10:45:24 [notice] 47#47: exiting
2026/07/09 10:45:24 [notice] 140#140: gracefully shutting down
2026/07/09 10:45:24 [notice] 122#122: gracefully shutting down
2026/07/09 10:45:24 [notice] 123#123: gracefully shutting down
2026/07/09 10:45:24 [notice] 114#114: exiting
2026/07/09 10:45:24 [notice] 87#87: exiting
2026/07/09 10:45:24 [notice] 62#62: gracefully shutting down
2026/07/09 10:45:24 [notice] 122#122: exiting
2026/07/09 10:45:24 [notice] 113#113: exiting
2026/07/09 10:45:24 [notice] 144#144: gracefully shutting down
2026/07/09 10:45:24 [notice] 135#135: gracefully shutting down
2026/07/09 10:45:24 [notice] 147#147: gracefully shutting down
2026/07/09 10:45:24 [notice] 94#94: gracefully shutting down
2026/07/09 10:45:24 [notice] 133#133: gracefully shutting down
2026/07/09 10:45:24 [notice] 66#66: exiting
2026/07/09 10:45:24 [notice] 128#128: gracefully shutting down
2026/07/09 10:45:24 [notice] 113#113: exit
2026/07/09 10:45:24 [notice] 130#130: exit
2026/07/09 10:45:24 [notice] 118#118: exiting
2026/07/09 10:45:24 [notice] 98#98: exit
2026/07/09 10:45:24 [notice] 172#172: gracefully shutting down
2026/07/09 10:45:24 [notice] 94#94: exiting
2026/07/09 10:45:24 [notice] 109#109: exit
2026/07/09 10:45:24 [notice] 148#148: exiting
2026/07/09 10:45:24 [notice] 150#150: gracefully shutting down
2026/07/09 10:45:24 [notice] 146#146: gracefully shutting down
2026/07/09 10:45:24 [notice] 152#152: gracefully shutting down
2026/07/09 10:45:24 [notice] 104#104: exit
2026/07/09 10:45:24 [notice] 116#116: exiting
2026/07/09 10:45:24 [notice] 149#149: gracefully shutting down
2026/07/09 10:45:24 [notice] 55#55: gracefully shutting down
2026/07/09 10:45:24 [notice] 120#120: exit
2026/07/09 10:45:24 [notice] 45#45: exiting
2026/07/09 10:45:24 [notice] 75#75: exit
2026/07/09 10:45:24 [notice] 54#54: exiting
2026/07/09 10:45:24 [notice] 141#141: gracefully shutting down
2026/07/09 10:45:24 [notice] 51#51: exit
2026/07/09 10:45:24 [notice] 111#111: exit
2026/07/09 10:45:24 [notice] 180#180: gracefully shutting down
2026/07/09 10:45:24 [notice] 159#159: gracefully shutting down
2026/07/09 10:45:24 [notice] 158#158: gracefully shutting down
2026/07/09 10:45:24 [notice] 138#138: exiting
2026/07/09 10:45:24 [notice] 131#131: exiting
2026/07/09 10:45:24 [notice] 45#45: exit
2026/07/09 10:45:24 [notice] 140#140: exiting
2026/07/09 10:45:24 [notice] 61#61: exiting
2026/07/09 10:45:24 [notice] 123#123: exiting
2026/07/09 10:45:24 [notice] 47#47: exit
2026/07/09 10:45:24 [notice] 62#62: exiting
2026/07/09 10:45:24 [notice] 144#144: exiting
2026/07/09 10:45:24 [notice] 135#135: exiting
2026/07/09 10:45:24 [notice] 87#87: exit
2026/07/09 10:45:24 [notice] 114#114: exit
2026/07/09 10:45:24 [notice] 147#147: exiting
2026/07/09 10:45:24 [notice] 138#138: exit
2026/07/09 10:45:24 [notice] 156#156: gracefully shutting down
2026/07/09 10:45:24 [notice] 164#164: gracefully shutting down
2026/07/09 10:45:24 [notice] 145#145: gracefully shutting down
2026/07/09 10:45:24 [notice] 169#169: gracefully shutting down
2026/07/09 10:45:24 [notice] 165#165: gracefully shutting down
2026/07/09 10:45:24 [notice] 122#122: exit
2026/07/09 10:45:24 [notice] 136#136: gracefully shutting down
2026/07/09 10:45:24 [notice] 153#153: gracefully shutting down
